timestamp,action,key,document_id,move_to
2023-05-17T10:55:29.529Z,delete,common.variant_codes.BA_1,An4w9epLkFHDxSkpYv8kWJ,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_2,An4w9epLkFHDxSkpYv8kf1,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_2+S:L452X,0c2rQsUsOYxNZXCMnuytQ0,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_2_12_1,0c2rQsUsOYxNZXCMnuytWq,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_2_75,0c2rQsUsOYxNZXCMnuytby,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_2_75_2,nsh0V1jFaQLVBtBJeMaVe8,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_3,0c2rQsUsOYxNZXCMnuyteX,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_4,An4w9epLkFHDxSkpYv8lAx,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_4_6,qgZT6MTOOjz93JU7kHRTfG,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BA_5,An4w9epLkFHDxSkpYv8lPT,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BF_7,nsh0V1jFaQLVBtBJeMaVig,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BQ_1,YyKAMdtTUUtpI3N1EArANF,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.BQ_1_1,YyKAMdtTUUtpI3N1EArArO,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.B_1_1_529,An4w9epLkFHDxSkpYv8lmh,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.B_1_1_7,0c2rQsUsOYxNZXCMnuythx,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.B_1_351,0c2rQsUsOYxNZXCMnuytt4,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.B_1_617_2,0c2rQsUsOYxNZXCMnuytz3,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.B_1_621,0c2rQsUsOYxNZXCMnuyu3K,__
2023-05-17T10:55:29.530Z,delete,common.variant_codes.CH_1_1,SSqv0zg5US7hRiLa8c1PWF,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.C_37,60cpu3ttRIYKBCP3mTDrWD,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.P_1,60cpu3ttRIYKBCP3mTDrbm,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.XBB,YyKAMdtTUUtpI3N1EArBHE,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.XBB_1_16,qAiz52vTEAxO2GlVGsTNF8,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.XBB_1_5,SREtVRJ5tkQiFlHXXWbrVz,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.XBB_1_5_1,ps9F7aH5kHk3YIueyBw9hz,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.XBB_1_9,RyCRpDTGPDLYu6gaddCWdr,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.XBB_1_9_1,eCGP1L6ULnem2F6oJS4kuB,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.XBB_2_3,ps9F7aH5kHk3YIueyBwAHn,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.XBF,ps9F7aH5kHk3YIueyBwB9V,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.other_graph,An4w9epLkFHDxSkpYv8m71,__
2023-05-17T10:55:29.531Z,delete,common.variant_codes.other_table,60cpu3ttRIYKBCP3mTDrhL,__
